場合	ばあい	baai
ふるい落とす	ふるいおとす	furuiotosu
悦ばしい	よろこばしい	yorokobashii
鳴りだす	なりだす	naridasu
竹やり	たけやり	takeyari
時代もの	じだいもの	jidaimono
後向き	うしろむき	ushiromuki
延す	のばす	nobasu
疾しい	やましい	yamashii
と列	とれつ	toretsu
丸抱え	まるがかえ	marugakae
お湿り	おしめり	oshimeri
壊れ物	こわれもの	kowaremono
割り出せる	わりだせる	waridaseru
心許無い	こころもとない	kokoromotonai
たたき落とす	たたきおとす	tatakiotosu
手ずから	てずから	tezukara
有難がる	ありがたがる	arigatagaru
迷い子	まよいご|まいご	mayoigo|maigo
出来ごと	できごと	dekigoto
赤狩り	あかがり	akagari
覚束無い	おぼつかない	obotsukanai
千枚通し	せんまいどおし	sennmaidooshi
片流れ	かたながれ	katanagare
指し値	さしね	sashine
照焼き	てりやき	teriyaki
無い物ねだり	ないものねだり	naimononedari
黄いろい	きいろい	kiiroi
召抱える	めしかかえる	meshikakaeru
吹き回し	ふきまわし	fukimawashi
好きずき	すきずき	sukizuki
着ぶくれ	きぶくれ	kibukure
言いそびれる	いいそびれる	iisobireru
金回り	かねまわり	kanemawari
座ぶとん	ざぶとん	zabutonn
見回せる	みまわせる	mimawaseru
当り散らす	あたりちらす	atarichirasu
ひとさし指	ひとさしゆび	hitosashiyubi
先祖返り	せんぞがえり	sennzogaeri
取り口	とりくち	torikuchi
宙乗り	ちゅうのり	tyuunori
けんか腰	けんかごし	kennkagoshi
乗り通す	のりとおす	noritoosu
身持ち	みもち	mimochi
肩ごし	かたごし	katagoshi
耕せる	たがやせる	tagayaseru
ほお張る	ほおばる	hoobaru
朝な夕な	あさなゆうな	asanayuuna
態と	わざと	wazato
玉取り	たまとり	tamatori
露天掘り	ろてんぼり	rotennbori
出どころ	でどころ	dedokoro
買いつける	かいつける	kaitsukeru
雷おこし	かみなりおこし	kaminariokoshi
勝ち進める	かちすすめる	kachisusumeru
物別れ	ものわかれ	monowakare
聞きほれる	ききほれる	kikihoreru
お菜	おさい	osai
袋だたき	ふくろだたき	fukurodataki
物笑い	ものわらい	monowarai
悔し紛れ	くやしまぎれ	kuyashimagire
紛い物	まがいもの	magaimono
焼け出す	やけだす	yakedasu
成立つ	なりたつ	naritatsu
染む	しむ|そむ	shimu|somu
気強い	きづよい	kiduyoi
出任せ	でまかせ	demakase
揺り起こす	ゆりおこす	yuriokosu
軽んずる	かろんずる	karonnzuru
うら悲しい	うらがなしい	uraganashii
寄せ場	よせば	yoseba
皿回し	さらまわし	saramawashi
手ぐすね	てぐすね	tegusune
委せる	まかせる	makaseru
ぜい弱	ぜいじゃく	zeijaku
寄る辺	よるべ	yorube
つばぜり合い	つばぜりあい	tsubazeriai
見兼ねる	みかねる	mikaneru
横合い	よこあい	yokoai
危ぐ	きぐ	kigu
溶かせる	とかせる	tokaseru
わき出る	わきでる	wakideru
内もも	うちもも	uchimomo
手さぐり	てさぐり	tesaguri
詠み込む	よみこむ	yomikomu
いわし雲	いわしぐも	iwashigumo
たて糸	たていと	tateito
牛追い	うしおい	ushioi
行きがかり	いきがかり|ゆきがかり	ikigakari|yukigakari
恋い焦がれる	こいこがれる	koikogareru
落としぶた	おとしぶた	otoshibuta
でんぐり返し	でんぐりがえし	denngurigaeshi
飾り窓	かざりまど	kazarimado
居住まい	いずまい	izumai
開けっぱなし	あけっぱなし	akeppanashi
御用納め	ごようおさめ	goyouosame
峰打ち	みねうち	mineuchi
矢じり	やじり	yajiri
伸べる	のべる	noberu
描き直し	かきなおし	kakinaoshi
水たき	みずたき	mizutaki
つり上げる	つりあげる	tsuriageru
組上げる	くみあげる	kumiageru
平たん	へいたん	heitann
いら立ち	いらだち	iradachi
見離す	みはなす	mihanasu
うす汚い	うすぎたない	usugitanai
気軽い	きがるい|きがりい	kigarui|kigarii
滑り出す	すべりだす	suberidasu
七さん	しちさん	shichisann
戦ぐ	そよぐ	soyogu
寝ずの番	ねずのばん	nezunobann
舌つづみ	したつづみ	shitatsudumi
煮含める	にふくめる	nifukumeru
引き込める	ひきこめる	hikikomeru
火打ち	ひうち	hiuchi
ふるい分ける	ふるいわける	furuiwakeru
打ち所	うちどころ	uchidokoro
べき乗	べきじょう	bekijou
振り掛ける	ふりかける	furikakeru
図抜ける	ずぬける	zunukeru
引け値	ひけね	hikene
追い銭	おいせん	oisenn
追いまくる	おいまくる	oimakuru
久方振り	ひさかたぶり	hisakataburi
威張れる	いばれる	ibareru
立ち上がれる	たちあがれる	tachiagareru
薄暗がり	うすくらがり	usukuragari
吹き寄せ	ふきよせ	fukiyose
かん子	かんし	kannshi
角隠し	つのかくし	tsunokakushi
持越す	もちこす	mochikosu
朝駆け	あさがけ	asagake
耳新しい	みみあたらしい	mimiatarashii
間の子	あいのこ	ainoko
食い道楽	くいどうらく	kuidouraku
うす切り	うすぎり	usugiri
すみれ色	すみれいろ	sumireiro
撃ち方	うちかた	uchikata
まち針	まちばり	machibari
動ずる	どうずる	douzuru
平らか	たいらか	tairaka
触れ回る	ふれまわる	furemawaru
墨染め	すみぞめ	sumizome
絶てる	たてる	tateru
はつ恋	はつこい	hatsukoi
埋め込める	うめこめる	umekomeru
立ち会える	たちあえる	tachiaeru
勝ち戦	かちいくさ	kachiikusa
すり混ぜる	すりまぜる	surimazeru
破れかぶれ	やぶれかぶれ	yaburekabure
策する	さくする	sakusuru
生あたたかい	なまあたたかい	namaatatakai
虫下し	むしくだし	mushikudashi
もの寂しい	ものさびしい	monosabishii
子の日	ねのひ	nenohi
勉める	つとめる	tsutomeru
買いたたく	かいたたく	kaitataku
立ち止る	たちどまる	tachidomaru
助け合える	たすけあえる	tasukeaeru
乳離れ	ちばなれ	chibanare
筆遣い	ふでづかい	fudedukai
下り立つ	おりたつ	oritatsu
灯台もと暗し	とうだいもとくらし	toudaimotokurashi
賢しい	さかしい	sakashii
立ち働く	たちはたらく	tachihataraku
わき見	わきみ	wakimi
選り取り	よりどり|よりとり	yoridori|yoritori
払い除ける	はらいのける	harainokeru
待ち針	まちばり	machibari
耳ざとい	みみざとい	mimizatoi
手だし	てだし	tedashi
こ難しい	こむずかしい	komuzukashii
待遠しい	まちどおしい	machidooshii
もみ上げ	もみあげ	momiage
箱書き	はこがき	hakogaki
情深い	なさけぶかい	nasakebukai
有り体	ありてい	aritei
書き入れる	かきいれる	kakiireru
聞き流せる	ききながせる	kikinagaseru
愚図る	ぐずる	guzuru
繰り込む	くりこむ	kurikomu
のけ反る	のけぞる	nokezoru
割り込める	わりこめる	warikomeru
寝せる	ねせる|ねかせる	neseru|nekaseru
生白い	なまじろい|なまっちろい	namajiroi|namacchiroi
あん分	あんぶん	annbunn
鼻白む	はなじろむ	hanajiromu
人気もの	にんきもの	ninnkimono
書きたてる	かきたてる	kakitateru
くず鉄	くずてつ	kuzutetsu
いたし方	いたしかた	itashikata
焦げつく	こげつく	kogetsuku
死にものぐるい	しにものぐるい	shinimonogurui
茶入れ	ちゃいれ	tyaire
放りだす	ほうりだす	houridasu
お上りさん	おのぼりさん	onoborisann
繰下げる	くりさげる	kurisageru
足とり	あしとり	ashitori
より目	よりめ	yorime
見破れる	みやぶれる	miyabureru
踏み締める	ふみしめる	fumishimeru
水きり	みずきり	mizukiri
お七夜	おしちや	oshichiya
身ごろ	みごろ	migoro
家族づれ	かぞくづれ	kazokudure
書き直せる	かきなおせる	kakinaoseru
敵す	てきす	tekisu
ほら穴	ほらあな	horaana
分けつ	ぶんけつ	bunnketsu
面映ゆい	おもはゆい	omohayui
離れ家	はなれや	hanareya
大事無い	だいじない	daijinai
追越す	おいこす	oikosu
しゃくり上げる	しゃくりあげる	shakuriageru
だ円	だえん	daenn
手軽い	てがるい|てがりい	tegarui|tegarii
巻込む	まきこむ	makikomu
一時払い	いちじばらい	ichijibarai
由無い	よしない	yoshinai
かい離	かいり	kairi
投げこむ	なげこむ	nagekomu
為さる	なさる	nasaru
排する	はいする	haisuru
組みかえる	くみかえる	kumikaeru
煮込める	にこめる	nikomeru
悔み	くやみ	kuyami
手前みそ	てまえみそ	temaemiso
言い替える	いいかえる	iikaeru
もの憂い	ものうい	monoui
背わた	せわた	sewata
夜ふけ	よふけ	yofuke
注連飾り	しめかざり	shimekazari
差し延べる	さしのべる	sashinoberu
座する	ざする	zasuru
南回り	みなみまわり	minamimawari
光らす	ひからす	hikarasu
茶飲み話	ちゃのみばなし	tyanomibanashi
中華めん	ちゅうかめん	tyuukamenn
見切れる	みきれる	mikireru
かき消える	かききえる	kakikieru
読取る	よみとる	yomitoru
打抜き	うちぬき	uchinuki
他生の縁	たしょうのえん	tashounoenn
わき毛	わきげ	wakige
後退り	あとずさり|あとじさり	atozusari|atojisari
奮い起こす	ふるいおこす	furuiokosu
成行き	なりゆき	nariyuki
下っぱ	したっぱ	shitappa
閉そく	へいそく	heisoku
選り抜き	えりぬき|よりぬき	erinuki|yorinuki
二枚重ね	にまいがさね	nimaigasane
抱きこむ	だきこむ	dakikomu
取り計らう	とりはからう	torihakarau
別刷り	べつづり|べつずり	betsuduri|betsuzuri
受持つ	うけもつ	ukemotsu
染め出す	そめだす	somedasu
退かす	どかす|のかす	dokasu|nokasu
請ける	うける	ukeru
一抱え	ひとかかえ	hitokakae
胸きゅん	むねきゅん	munekyunn
面立ち	おもだち	omodachi
宿り木	やどりぎ	yadorigi
耳ざわり	みみざわり	mimizawari
降り掛かる	ふりかかる	furikakaru
引きおこす	ひきおこす	hikiokosu
果敢ない	はかない	hakanai
もの静か	ものしずか	monoshizuka
熟する	じゅくする	jukusuru
繰り言	くりごと	kurigoto
極め付ける	きめつける	kimetsukeru
背すじ	せすじ	sesuji
年取り	としとり	toshitori
買い切る	かいきる	kaikiru
青じろい	あおじろい	aojiroi
うれし泣き	うれしなき	ureshinaki
張り合える	はりあえる	hariaeru
小手調べ	こてしらべ	koteshirabe
物の本	もののほん	mononohonn
生きいき	いきいき	ikiiki
抜き足	ぬきあし	nukiashi
封じ手	ふうじて	fuujite
尾頭付き	おかしらつき	okashiratsuki
作り付け	つくりつけ	tsukuritsuke
さし木	さしき	sashiki
温み	ぬくみ|あたたかみ|ぬるみ	nukumi|atatakami|nurumi
面はゆい	おもはゆい	omohayui
流行らす	はやらす	hayarasu
大きに	おおきに	ookini
恨み辛み	うらみつらみ	uramitsurami
転べる	ころべる	koroberu
吹っ掛ける	ふっかける	fukkakeru
湯あがり	ゆあがり	yuagari
跳ね返せる	はねかえせる	hanekaeseru
黒作り	くろづくり	kurodukuri
生き神	いきがみ	ikigami
封じ込む	ふうじこむ	fuujikomu
縮み上がる	ちぢみあがる	chidimiagaru
蔵する	ぞうする	zousuru
溶きほぐす	ときほぐす	tokihogusu
人なれる	ひとなれる	hitonareru
しり込み	しりごみ	shirigomi
みかげ石	みかげいし	mikageishi
払いもどす	はらいもどす	haraimodosu
働き掛ける	はたらきかける	hatarakikakeru
中越え	なかこえ	nakakoe
夜もすがら	よもすがら	yomosugara
芽ばえ	めばえ	mebae
上擦る	うわずる	uwazuru
手緩い	てぬるい|てぬりい	tenurui|tenurii
行過ぎる	いきすぎる|ゆきすぎる	ikisugiru|yukisugiru
もつれ合う	もつれあう|もつれおう	motsureau|motsureou
ひ弱い	ひよわい	hiyowai
染込む	しみこむ	shimikomu
はね上がる	はねあがる	haneagaru
うそ寒い	うそさむい|うそさみい	usosamui|usosamii
くん蒸	くんじょう	kunnjou
粘い	ねばい	nebai
物わかり	ものわかり	monowakari
絵合わせ	えあわせ	eawase
聞き付ける	ききつける	kikitsukeru
音頭取り	おんどとり	onndotori
洗いざらし	あらいざらし	araizarashi
立て板に水	たていたにみず	tateitanimizu
仕損じる	しそんじる	shisonnjiru
立ち至る	たちいたる	tachiitaru
架する	かする	kasuru
仰せ付ける	おおせつける	oosetsukeru
度しがたい	どしがたい	doshigatai
言いまくり	いいまくり	iimakuri
わが校	わがこう	wagakou
窓ぎわ	まどぎわ	madogiwa
伸す	のす|のばす	nosu|nobasu
生揚げ	なまあげ	namaage
うす茶	うすちゃ	usutya
朝ぼらけ	あさぼらけ	asaborake
討ち果たす	うちはたす	uchihatasu
組みたてる	くみたてる	kumitateru
お隠れ	おかくれ	okakure
申し伝える	もうしつたえる	moushitsutaeru
垂れ込む	たれこむ	tarekomu
打出し	うちだし	uchidashi
継ぎ接ぎ	つぎはぎ	tsugihagi
総毛立つ	そうけだつ	soukedatsu
裸参り	はだかまいり	hadakamairi
一本立ち	いっぽんだち	ipponndachi
下読み	したよみ	shitayomi
背開き	せびらき	sebiraki
落し穴	おとしあな	otoshiana
百度参り	ひゃくどまいり	hyakudomairi
散じる	さんじる	sannjiru
じん臓	じんぞう	jinnzou
掘り起こせる	ほりおこせる	horiokoseru
吹き掛ける	ふきかける	fukikakeru
脱せる	だっせる|ぬがせる	dasseru|nugaseru
世迷い言	よまいごと	yomaigoto
吹き荒ぶ	ふきすさぶ	fukisusabu
腹だたしい	はらだたしい	haradatashii
豆絞り	まめしぼり	mameshibori
論る	あげつらる	agetsuraru
歌詠み	うたよみ	utayomi
ずり落ちる	ずりおちる	zuriochiru
隠れみの	かくれみの	kakuremino
卑しめる	いやしめる	iyashimeru
刷り上がる	すりあがる	suriagaru
普く	あまねく	amaneku
用向き	ようむき	youmuki
煮上がる	にあがる	niagaru
月割り	つきわり	tsukiwari
縁どる	ふちどる	fuchidoru
取付き	とりつき	toritsuki
心憂い	こころうい	kokoroui
巻きす	まきす	makisu
出合い頭	であいがしら	deaigashira
質入れ	しちいれ	shichiire
胸くそ	むなくそ|むねくそ	munakuso|munekuso
もり立てる	もりたてる	moritateru
殺伐と	さつばつと	satsubatsuto
食い足りる	くいたりる	kuitariru
踏ん張れる	ふんばれる	funnbareru
水びたし	みずびたし	mizubitashi
予て	かねて	kanete
捨て値	すてね	sutene
長ずる	ちょうずる	tyouzuru
欲ばり	よくばり	yokubari
割りほぐす	わりほぐす	warihogusu
先出し	さきだし	sakidashi
当たり散らす	あたりちらす	atarichirasu
冷えこむ	ひえこむ	hiekomu
焦げくさい	こげくさい	kogekusai
揺すぶる	ゆすぶる	yusuburu
荷受け	にうけ	niuke
買い入れる	かいいれる	kaiireru
丸のみ	まるのみ	marunomi
生きながらえる	いきながらえる	ikinagaraeru
打ち壊す	うちこわす|ぶちこわす	uchikowasu|buchikowasu
出し抜け	だしぬけ	dashinuke
予てから	かねてから	kanetekara
やむ無い	やむない	yamunai
差しだす	さしだす	sashidasu
松飾り	まつかざり	matsukazari
引立て	ひきたて|ひったて	hikitate|hittate
茶せん	ちゃせん	tyasenn
焼き打ち	やきうち	yakiuchi
削げる	そげる	sogeru
ささやき声	ささやきごえ	sasayakigoe
乗越える	のりこえる	norikoeru
派手め	はでめ	hademe
泣きはらす	なきはらす	nakiharasu
悔し泣き	くやしなき	kuyashinaki
熱苦しい	あつくるしい	atsukurushii
揚る	あがる	agaru
写し絵	うつしえ	utsushie
小暗い	おぐらい|こぐらい	ogurai|kogurai
荷作り	にづくり	nidukuri
三すくみ	さんすくみ	sannsukumi
取ってつけたよう	とってつけたよう	tottetsuketayou
往き来	ゆきき|いきき	yukiki|ikiki
思いめぐらす	おもいめぐらす	omoimegurasu
息む	いきむ	ikimu
飲んべえ	のんべえ	nonnbee
水張り	みずばり	mizubari
生煮え	なまにえ	namanie
手抜かり	てぬかり	tenukari
覚え込む	おぼえこむ	oboekomu
三本締め	さんぼんじめ	sannbonnjime
安んずる	やすんずる	yasunnzuru
五目並べ	ごもくならべ	gomokunarabe
追いはぎ	おいはぎ	oihagi
突っ返す	つっかえす	tsukkaesu
若若しい	わかわかしい	wakawakashii
形振り	なりふり	narifuri
敢無い	あえない	aenai
玉乗り	たまのり	tamanori
火打ち石	ひうちいし	hiuchiishi
試し切り	ためしぎり	tameshigiri
心づよい	こころづよい	kokoroduyoi
遅ればせ	おくればせ	okurebase
馬の足	うまのあし	umanoashi
切り下げる	きりさげる	kirisageru
住込み	すみこみ	sumikomi
逆らえる	さからえる	sakaraeru
焼け焦げ	やけこげ	yakekoge
聞す	きこす|きかす	kikosu|kikasu
はだか麦	はだかむぎ	hadakamugi
体する	たいする	taisuru
ぴか一	ぴかいち	pikaichi
煮こみ	にこみ	nikomi
差し換える	さしかえる	sashikaeru
都忘れ	みやこわすれ	miyakowasure
切出し	きりだし	kiridashi
初める	そめる|ぞめる|はじめる	someru|zomeru|hajimeru
ひとつ覚え	ひとつおぼえ	hitotsuoboe
使い途	つかいみち	tsukaimichi
口堅い	くちがたい	kuchigatai
一花咲かせる	ひとはなさかせる	hitohanasakaseru
ひな鳥	ひなどり	hinadori
食い詰める	くいつめる	kuitsumeru
立ち後れる	たちおくれる	tachiokureru
横っ面	よこっつら	yokottsura
水あげ	みずあげ	mizuage
組立てる	くみたてる	kumitateru
飛出す	とびだす	tobidasu
建て増し	たてまし	tatemashi
飲み手	のみて	nomite
見送れる	みおくれる	miokureru
横座り	よこずわり|よこすわり	yokozuwari|yokosuwari
形無し	かたなし	katanashi
前垂れ	まえだれ	maedare
取り違える	とりちがえる	torichigaeru
投げ出せる	なげだせる	nagedaseru
上がり口	あがりぐち|あがりくち	agariguchi|agarikuchi
手取り早い	てっとりばやい	tettoribayai
あん馬	あんば	annba
用だつ	ようだつ	youdatsu
せち辛い	せちがらい	sechigarai
わら半紙	わらばんし	warabannshi
生きかえる	いきかえる	ikikaeru
疲れはてる	つかれはてる	tsukarehateru
薄ぐらい	うすぐらい	usugurai
福福しい	ふくぶくしい	fukubukushii
いわく付き	いわくつき	iwakutsuki
以ての外	もってのほか	mottenohoka
極め付き	きわめつき	kiwametsuki
理解し合える	りかいしあえる	rikaishiaeru
すきっ腹	すきっぱら	sukippara
物忌み	ものいみ	monoimi
草いきれ	くさいきれ	kusaikire
さくら貝	さくらがい	sakuragai
投げだす	なげだす	nagedasu
鶏ふん	けいふん	keifunn
仕分ける	しわける	shiwakeru
付きっ切り	つきっきり	tsukikkiri
つっ込む	つっこむ	tsukkomu
渡り初め	わたりぞめ	watarizome
水もの	みずもの	mizumono
若わかしい	わかわかしい	wakawakashii
然して	しかして|さして|しこうして	shikashite|sashite|shikoushite
息ぐるしい	いきぐるしい	ikigurushii
凍り豆腐	こおりどうふ	kooridoufu
地固め	じがため	jigatame
雨垂れ	あまだれ	amadare
あみ出す	あみだす	amidasu
耳遠い	みみどおい	mimidooi
あずま屋	あずまや	azumaya
拝み倒す	おがみたおす	ogamitaosu
飛込む	とびこむ	tobikomu
店開き	みせびらき	misebiraki
先渡し	さきわたし	sakiwatashi
虫めがね	むしめがね	mushimegane
血統書付き	けっとうしょつき	kettoushotsuki
態とらしい	わざとらしい	wazatorashii
抱き留める	だきとめる	dakitomeru
三つ指	みつゆび	mitsuyubi
川越し	かわごし	kawagoshi
急き立てる	せきたてる	sekitateru
落ちのびる	おちのびる	ochinobiru
こま犬	こまいぬ	komainu
創り出せる	つくりだせる	tsukuridaseru
染めあげる	そめあげる	someageru
なまり節	なまりぶし	namaribushi
吹き払う	ふきはらう|ふきはろう	fukiharau|fukiharou
船遊び	ふなあそび	funaasobi
解き放す	ときはなす	tokihanasu
薄寒い	うすらさむい|うすらさみい	usurasamui|usurasamii
赤める	あかめる	akameru
鼻っ柱	はなっぱしら	hanappashira
木ぐらい	こぐらい	kogurai
弾き手	ひきて	hikite
毛じらみ	けじらみ	kejirami
負かせる	まかせる	makaseru
略する	りゃくする	ryakusuru
お勝手	おかって	okatte
受け合う	うけあう|うけおう	ukeau|ukeou
変ずる	へんずる	hennzuru
親譲り	おやゆずり	oyayuzuri
異い	あやい|ちがい	ayai|chigai
粘つく	ねばつく	nebatsuku
願わしい	ねがわしい	negawashii
生干し	なまぼし	namaboshi
荒荒しい	あらあらしい	araarashii
図図しい	ずうずうしい	zuuzuushii
お眼鏡	おめがね	omegane
逃げ込める	にげこめる	nigekomeru
山ごもり	やまごもり	yamagomori
鈍する	どんする	donnsuru
取っておき	とっておき	totteoki
主立つ	おもだつ	omodatsu
取りなす	とりなす	torinasu
弁ずる	べんずる	bennzuru
危く	きく|あやうく	kiku|ayauku
飛び込み台	とびこみだい	tobikomidai
引っつかむ	ひっつかむ	hittsukamu
具わる	そなわる	sonawaru
初初しい	ういういしい	uiuishii
悩み抜く	なやみぬく	nayaminuku
咲き残る	さきのこる	sakinokoru
がまん強い	がまんづよい	gamannduyoi
執り成し	とりなし	torinashi
切りぬく	きりぬく	kirinuku
染め分け	そめわけ	somewake
判官びいき	はんがんびいき	hanngannbiiki
冷っこい	ひやっこい	hiyakkoi
とちの木	とちのき	tochinoki
根づよい	ねづよい	neduyoi
渡し守	わたしもり	watashimori
なまっ白い	なまっちろい	namacchiroi
吸い込める	すいこめる	suikomeru
お絞り	おしぼり	oshibori
えり好み	えりごのみ	erigonomi
毒毒しい	どくどくしい	dokudokushii
荒れ性	あれしょう	areshou
差しあげる	さしあげる	sashiageru
続き間	つづきあい	tsudukiai
鏡もち	かがみもち	kagamimochi
る言	るげん	rugenn
語り物	かたりもの	katarimono
引き渡せる	ひきわたせる	hikiwataseru
振り切れる	ふりきれる	furikireru
知り抜く	しりぬく	shirinuku
解け合う	とけあう|とけおう	tokeau|tokeou
人寄せ	ひとよせ	hitoyose
でんでん太鼓	でんでんだいこ	denndenndaiko
し烈	しれつ	shiretsu
力抜け	ちからぬけ	chikaranuke
粗削り	あらけずり	arakezuri
押しきる	おしきる	oshikiru
ふさぎ込む	ふさぎこむ	fusagikomu
別れ別れ	わかれわかれ	wakarewakare
往ぬ	いぬ	inu
悪がしこい	わるがしこい	warugashikoi
験し	ためし|けんし|だめし	tameshi|kennshi|dameshi
逃げ水	にげみず	nigemizu
手ぶくろ	てぶくろ	tebukuro
誘き寄せる	おびきよせる	obikiyoseru
肩ひじ	かたひじ	katahiji
寄り合う	よりあう|よりおう	yoriau|yoriou
腰折れ	こしおれ	koshiore
夜明かし	よあかし	yoakashi
幽い	かそけい	kasokei
持ち崩す	もちくずす	mochikuzusu
痛痛しい	いたいたしい	itaitashii
お足	おあし	oashi
はね上げる	はねあげる	haneageru
罪ぶかい	つみぶかい	tsumibukai
よこ糸	よこいと	yokoito
かすめ取る	かすめとる	kasumetoru
漏れ聞く	もれきく	morekiku
あばら屋	あばらや	abaraya
花びん	かびん	kabinn
生なましい	なまなましい	namanamashii
波の花	なみのはな	naminohana
口伝え	くちづたえ	kuchidutae
上敷き	うわしき|うわじき	uwashiki|uwajiki
面もち	おももち	omomochi
寝殿造り	しんでんづくり	shinndenndukuri
盗み撮り	ぬすみどり	nusumidori
掛かれる	かかれる	kakareru
憎まれっ子	にくまれっこ	nikumarekko
進み出す	すすみだす	susumidasu
作り立て	つくりたて	tsukuritate
生まれ月	うまれづき	umareduki
付けどころ	つけどころ	tsukedokoro
小ぐらい	おぐらい|こぐらい	ogurai|kogurai
取り決める	とりきめる	torikimeru
水責め	みずぜめ	mizuzeme
差し当たり	さしあたり	sashiatari
残り多い	のこりおおい|のこりおうい	nokoriooi|nokorioui
手あみ	てあみ	teami
小面憎い	こづらにくい	koduranikui
吹き降ろす	ふきおろす	fukiorosu
追込み	おいこみ	oikomi
残り惜しい	のこりおしい	nokorioshii
気恥しい	きはずかしい	kihazukashii
開けっぴろげ	あけっぴろげ	akeppiroge
物狂おしい	ものぐるおしい	monoguruoshii
次つぎ	つぎつぎ	tsugitsugi
物堅い	ものがたい	monogatai
腐らす	くさらす	kusarasu
試そう	しそう|ためそう	shisou|tamesou
せり出す	せりだす	seridasu
はせ参じる	はせさんじる	hasesannjiru
思い起す	おもいおこす	omoiokosu
座付き	ざつき	zatsuki
後暗い	うしろぐらい	ushirogurai
末頼もしい	すえたのもしい	suetanomoshii
なすり付ける	なすりつける	nasuritsukeru
ばら積み	ばらづみ	baradumi
転か	てんか	tennka
採りあげる	とりあげる	toriageru
老いらく	おいらく	oiraku
鼻かぜ	はなかぜ	hanakaze
暗きょ	あんきょ	annkyo
残多い	のこりおおい|のこりおうい	nokoriooi|nokorioui
せん無い	せんない	sennnai
向い風	むかいかぜ	mukaikaze
逆と	ぎゃくと|げきと	gyakuto|gekito
かさ張る	かさばる	kasabaru
飛びたつ	とびたつ	tobitatsu
順送り	じゅんおくり	junnokuri
読みこなせる	よみこなせる	yomikonaseru
もの言い	ものいい	monoii
受止める	うけとめる	uketomeru
押し分ける	おしわける	oshiwakeru
馬返し	うまがえし	umagaeshi
小ぎれい	こぎれい	kogirei
又の名	またのな	matanona
持上げる	もちあげる	mochiageru
名だかい	なだかい	nadakai
生っ白い	なまっちろい	namacchiroi
割増し	わりまし	warimashi
切れ上がる	きれあがる	kireagaru
北回り	きたまわり	kitamawari
想える	おもえる	omoeru
見掛け倒し	みかけだおし	mikakedaoshi
丸焼け	まるやけ	maruyake
女もの	おんなもの	onnnamono
手がたい	てがたい	tegatai
巻き返せる	まきかえせる	makikaeseru
腕っぷし	うでっぷし	udeppushi
間遠い	まどおい	madooi
どさくさ紛れ	どさくさまぎれ	dosakusamagire
ふくれっ面	ふくれっつら	fukurettsura
山ふところ	やまふところ	yamafutokoro
酒びたり	さけびたり	sakebitari
ごね得	ごねどく	gonedoku
毒どくしい	どくどくしい	dokudokushii
夢語り	ゆめがたり	yumegatari
日向ぼこ	ひなたぼこ	hinataboko
書き入れ時	かきいれどき	kakiiredoki
浅ぐろい	あさぐろい	asaguroi
誤らせる	あやまらせる	ayamaraseru
借受ける	かりうける	kariukeru
時めく	ときめく	tokimeku
自慢たらしい	じまんたらしい	jimanntarashii
打ち崩せる	うちくずせる	uchikuzuseru
照り映える	てりはえる	terihaeru
根回り	ねまわり	nemawari
表ざた	おもてざた	omotezata
板敷き	いたじき	itajiki
寝ぐるしい	ねぐるしい	negurushii
すご腕	すごうで	sugoude
弁じる	べんじる	bennjiru
引つる	ひきつる	hikitsuru
倍する	ばいする	baisuru
つぎ込める	つぎこめる	tsugikomeru
切り伏せる	きりふせる	kirifuseru
こす辛い	こすからい	kosukarai
押付けがましい	おしつけがましい	oshitsukegamashii
首っ引き	くびっぴき	kubippiki
好いたらしい	すいたらしい	suitarashii
番える	つがえる	tsugaeru
仏の座	ほとけのざ	hotokenoza
勘定高い	かんじょうだかい	kannjoudakai
濃い茶	こいちゃ	koitya
鎖す	とざす|さす	tozasu|sasu
弱よわしい	よわよわしい	yowayowashii
恐れおおい	おそれおおい|おそれおうい	osoreooi|osoreoui
目ばやい	めばやい	mebayai
開きなおる	ひらきなおる	hirakinaoru
手間どる	てまどる	temadoru
ひと眠り	ひとねむり	hitonemuri
口べた	くちべた	kuchibeta
売行き	うれゆき	ureyuki
張出し	はりだし	haridashi
干し物	ほしもの	hoshimono
せき込む	せきこむ	sekikomu
華華しい	はなばなしい	hanabanashii
事新しい	ことあたらしい	kotoatarashii
物ぐるおしい	ものぐるおしい	monoguruoshii
呼び入れる	よびいれる	yobiireru
引き起す	ひきおこす	hikiokosu
甘ちょろい	あまちょろい	amatyoroi
口がたい	くちがたい	kuchigatai
出し切れる	だしきれる	dashikireru
しみ入る	しみいる	shimiiru
気障っぽい	きざっぽい	kizappoi
くず粉	くずこ	kuzuko
悟れる	さとれる	satoreru
二の舞い	にのまい	ninomai
女女しい	めめしい	memeshii
口減らし	くちべらし	kuchiberashi
差出がましい	さしでがましい	sashidegamashii
腰かける	こしかける	koshikakeru
度がたい	どしがたい	doshigatai
息せき切る	いきせききる	ikisekikiru
耳どおい	みみどおい	mimidooi
如才無い	じょさいない	josainai
慰む	なぐさむ	nagusamu
散歩みち	さんぽみち	sannpomichi
細細しい	こまごましい	komagomashii
花やか	はなやか	hanayaka
別して	べっして	besshite
果し合い	はたしあい	hatashiai
貯える	たくわえる	takuwaeru
気はずかしい	きはずかしい	kihazukashii
山留め	やまどめ	yamadome
